,As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Patients Currently Hospitalized,Patients Newly Admitted,Patients Positive After Admission,Patients Discharged,Patients Currently in ICU,Patients Currently ICU Intubated,Patients Expired,Cumulative COVID-19 Discharges to Date,Cumulative COVID-19 Fatalities to Date,Total Staffed Beds,Total Staffed Beds Currently Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Available,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years,Hospitalized Indicator
10607,7/20/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10608,7/20/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,213",127,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
10609,7/20/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,2.0,0.0,0.0,2.0,0.0,0.0,0.0,864,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
10610,7/20/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,498,70,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
10611,7/20/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,5.0,0.0,0.0,0.0,1.0,1.0,0.0,388,75,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0
10612,7/20/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10613,7/20/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10614,7/20/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10615,7/20/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
10616,7/21/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,0.0,0.0,0.0,3.0,2.0,0.0,"1,173",302,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0
10617,7/21/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10618,7/21/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,4.0,1.0,0.0,0.0,0.0,0.0,0.0,"1,213",127,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0
10619,7/21/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,864,149,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0
10620,7/21/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,498,70,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
10621,7/21/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,7.0,2.0,0.0,0.0,1.0,1.0,0.0,388,75,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0
10622,7/21/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10623,7/21/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10624,7/21/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10625,7/21/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
10626,7/22/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,4.0,0.0,0.0,0.0,2.0,1.0,1.0,"1,173",303,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0
10627,7/22/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10628,7/22/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,1.0,0.0,0.0,0.0,0.0,0.0,"1,213",127,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0
10629,7/22/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,864,149,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0
10630,7/22/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,1.0,0.0,0.0,1.0,0.0,0.0,0.0,499,70,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10631,7/22/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,1.0,0.0,0.0,0.0,0.0,1.0,388,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0
10632,7/22/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10633,7/22/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10634,7/22/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10635,7/22/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
10636,7/23/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,8.0,2.0,2.0,0.0,3.0,2.0,0.0,"1,173",303,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0
10637,7/23/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10638,7/23/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,1.0,0.0,0.0,0.0,0.0,0.0,"1,213",127,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0
10639,7/23/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,2.0,0.0,0.0,0.0,866,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0
10640,7/23/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,499,70,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10641,7/23/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,388,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0
10642,7/23/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10643,7/23/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10644,7/23/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10645,7/23/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,4.0,1.0,1.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0
10646,7/24/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,6.0,0.0,0.0,1.0,1.0,1.0,1.0,"1,174",304,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0
10647,7/24/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10648,7/24/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,1.0,0.0,1.0,0.0,0.0,0.0,"1,214",127,0,84.0,50.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
10649,7/24/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,866,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0
10650,7/24/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,2.0,1.0,0.0,0.0,0.0,0.0,0.0,499,70,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
10651,7/24/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,2.0,1.0,1.0,0.0,390,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
10652,7/24/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10653,7/24/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10654,7/24/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10655,7/24/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,6.0,2.0,0.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0
10656,7/25/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,6.0,1.0,0.0,1.0,1.0,1.0,0.0,"1,175",304,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0
10657,7/25/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10658,7/25/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,214",127,0,84.0,50.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
10659,7/25/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,5.0,0.0,0.0,0.0,1.0,0.0,0.0,866,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0
10660,7/25/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,3.0,1.0,0.0,0.0,0.0,0.0,0.0,499,70,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
10661,7/25/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,0.0,1.0,1.0,0.0,390,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
10662,7/25/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10663,7/25/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10664,7/25/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10665,7/25/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0
10666,7/26/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,175",304,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0
10667,7/26/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10668,7/26/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,214",127,0,84.0,50.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
10669,7/26/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,0.0,0.0,2.0,1.0,0.0,0.0,868,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0
10670,7/26/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,499,70,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
10671,7/26/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,0.0,1.0,1.0,0.0,390,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
10672,7/26/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10673,7/26/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10674,7/26/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10675,7/26/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,8.0,1.0,2.0,0.0,0.0,0.0,0.0,"1,101",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0
10676,7/27/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,175",304,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0
10677,7/27/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,194,0,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
10678,7/27/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,214",127,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
10679,7/27/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,0.0,0.0,0.0,1.0,0.0,0.0,868,149,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0
10680,7/27/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500,70,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10681,7/27/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,4.0,0.0,0.0,0.0,1.0,1.0,0.0,390,76,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
10682,7/27/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,9,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10683,7/27/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10684,7/27/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10685,7/27/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,7.0,0.0,0.0,1.0,0.0,0.0,0.0,"1,102",322,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0
10686,7/28/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,4.0,0.0,1.0,2.0,0.0,0.0,0.0,"1,177",304,0,84.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
